,Team,Spread,Date
0,WAS,-3.5,20141030
1,ORL,3.5,20141030
2,NYK,11.5,20141030
3,CLE,-11.5,20141030
4,DET,4.0,20141030
5,MIN,-4.0,20141030
6,UTA,10.0,20141030
7,DAL,-10.0,20141030
8,OKC,12.0,20141030
9,LAC,-12.0,20141030
10,MEM,-6.0,20141031
11,IND,6.0,20141031
12,CLE,4.0,20141031
13,CHI,-4.0,20141031
14,PHI,8.5,20141031
15,MIL,-8.5,20141031
16,POR,-5.5,20141031
17,SAC,5.5,20141031
18,SAS,-1.5,20141031
19,PHO,1.5,20141031
20,LAC,-11.0,20141031
21,LAL,11.0,20141031
22,MIL,3.5,20141104
23,IND,-3.5,20141104
24,OKC,10.5,20141104
25,TOR,-10.5,20141104
26,WAS,1.5,20141104
27,NYK,-1.5,20141104
28,HOU,1.5,20141104
29,MIA,-1.5,20141104
30,ORL,12.5,20141104
31,CHI,-12.5,20141104
32,CHO,3.5,20141104
33,NOP,-3.5,20141104
34,CLE,-2.5,20141104
35,POR,2.5,20141104
36,PHO,-6.0,20141104
37,LAL,6.0,20141104
38,ORL,3.0,20141105
39,PHI,-3.0,20141105
40,MIA,2.5,20141105
41,CHO,-2.5,20141105
42,TOR,1.0,20141105
43,BOS,-1.0,20141105
44,MIN,5.5,20141105
45,BRK,-5.5,20141105
46,NYK,4.0,20141105
47,DET,-4.0,20141105
48,IND,9.0,20141105
49,WAS,-9.0,20141105
50,CHI,-5.5,20141105
51,MIL,5.5,20141105
52,ATL,8.0,20141105
53,SAS,-8.0,20141105
54,MEM,-1.0,20141105
55,PHO,1.0,20141105
56,CLE,-5.0,20141105
57,UTA,5.0,20141105
58,DEN,2.5,20141105
59,SAC,-2.5,20141105
60,LAC,4.5,20141105
61,GSW,-4.5,20141105
62,ATL,1.5,20141107
63,CHO,-1.5,20141107
64,MIN,-2.5,20141107
65,ORL,2.5,20141107
66,CHI,-11.0,20141107
67,PHI,11.0,20141107
68,IND,4.0,20141107
69,BOS,-4.0,20141107
70,NYK,5.5,20141107
71,BRK,-5.5,20141107
72,MIL,4.5,20141107
73,DET,-4.5,20141107
74,WAS,4.0,20141107
75,TOR,-4.0,20141107
76,MEM,-7.0,20141107
77,OKC,7.0,20141107
78,SAC,4.5,20141107
79,PHO,-4.5,20141107
80,DAL,-2.5,20141107
81,UTA,2.5,20141107
82,CLE,-4.5,20141107
83,DEN,4.5,20141107
84,NOP,6.0,20141110
85,CLE,-6.0,20141110
86,UTA,2.0,20141110
87,IND,-2.0,20141110
88,ATL,-1.5,20141110
89,NYK,1.5,20141110
90,DET,9.5,20141110
91,CHI,-9.5,20141110
92,SAS,2.5,20141110
93,LAC,-2.5,20141110
94,MIL,3.0,20141114
95,ORL,-3.0,20141114
96,DEN,3.5,20141114
97,IND,-3.5,20141114
98,MIA,2.5,20141114
99,ATL,-2.5,20141114
100,UTA,3.5,20141114
101,NYK,-3.5,20141114
102,CLE,-5.5,20141114
103,BOS,5.5,20141114
104,MIN,7.0,20141114
105,NOP,-7.0,20141114
106,PHI,17.0,20141114
107,HOU,-17.0,20141114
108,DET,3.5,20141114
109,OKC,-3.5,20141114
110,CHO,5.0,20141114
111,PHO,-5.0,20141114
112,SAS,-7.5,20141114
113,LAL,7.5,20141114
114,ORL,9.0,20141115
115,WAS,-9.0,20141115
116,UTA,10.5,20141115
117,TOR,-10.5,20141115
118,ATL,7.0,20141115
119,CLE,-7.0,20141115
120,IND,9.5,20141115
121,CHI,-9.5,20141115
122,DET,10.0,20141115
123,MEM,-10.0,20141115
124,MIN,11.0,20141115
125,DAL,-11.0,20141115
126,SAS,-2.0,20141115
127,SAC,2.0,20141115
128,BRK,4.5,20141115
129,POR,-4.5,20141115
130,CHO,10.5,20141115
131,GSW,-10.5,20141115
132,PHO,6.5,20141115
133,LAC,-6.5,20141115
134,DEN,11.5,20141117
135,CLE,-11.5,20141117
136,DAL,-2.5,20141117
137,CHO,2.5,20141117
138,ORL,4.5,20141117
139,DET,-4.5,20141117
140,MIA,6.0,20141117
141,BRK,-6.0,20141117
142,PHO,-1.5,20141117
143,BOS,1.5,20141117
144,HOU,3.5,20141117
145,MEM,-3.5,20141117
146,PHI,15.5,20141117
147,SAS,-15.5,20141117
148,NOP,3.5,20141117
149,POR,-3.5,20141117
150,CHI,5.0,20141117
151,LAC,-5.0,20141117
152,DAL,-2.0,20141119
153,WAS,2.0,20141119
154,SAS,2.5,20141119
155,CLE,-2.5,20141119
156,LAC,-4.5,20141119
157,ORL,4.5,20141119
158,BOS,-5.5,20141119
159,PHI,5.5,20141119
160,CHO,2.0,20141119
161,IND,-2.0,20141119
162,PHO,-2.0,20141119
163,DET,2.0,20141119
164,MIL,7.0,20141119
165,BRK,-7.0,20141119
166,MEM,2.5,20141119
167,TOR,-2.5,20141119
168,NYK,-1.5,20141119
169,MIN,1.5,20141119
170,OKC,7.5,20141119
171,DEN,-7.5,20141119
172,LAL,12.0,20141119
173,HOU,-12.0,20141119
174,PHO,-9.5,20141121
175,PHI,9.5,20141121
176,ORL,4.0,20141121
177,CHO,-4.0,20141121
178,DET,6.5,20141121
179,ATL,-6.5,20141121
180,MIL,8.5,20141121
181,TOR,-8.5,20141121
182,CLE,-1.5,20141121
183,WAS,1.5,20141121
184,BOS,7.0,20141121
185,MEM,-7.0,20141121
186,SAS,-8.0,20141121
187,MIN,8.0,20141121
188,BRK,1.0,20141121
189,OKC,-1.0,20141121
190,LAL,9.0,20141121
191,DAL,-9.0,20141121
192,NOP,-2.5,20141121
193,DEN,2.5,20141121
194,UTA,11.5,20141121
195,GSW,-11.5,20141121
196,CHI,7.5,20141121
197,POR,-7.5,20141121
198,MIA,1.0,20141122
199,ORL,-1.0,20141122
200,PHO,-1.5,20141122
201,IND,1.5,20141122
202,TOR,4.5,20141122
203,CLE,-4.5,20141122
204,PHI,12.0,20141122
205,NYK,-12.0,20141122
206,SAC,-8.0,20141122
207,MIN,8.0,20141122
208,DAL,-2.5,20141122
209,HOU,2.5,20141122
210,BRK,9.0,20141122
211,SAS,-9.0,20141122
212,WAS,-2.5,20141122
213,MIL,2.5,20141122
214,NOP,-2.5,20141122
215,UTA,2.5,20141122
216,ORL,9.0,20141124
217,CLE,-9.0,20141124
218,POR,-12.0,20141124
219,PHI,12.0,20141124
220,LAC,-4.5,20141124
221,CHO,4.5,20141124
222,PHO,5.0,20141124
223,TOR,-5.0,20141124
224,NYK,8.5,20141124
225,HOU,-8.5,20141124
226,IND,12.5,20141124
227,DAL,-12.5,20141124
228,CHI,-1.0,20141124
229,UTA,1.0,20141124
230,BRK,-8.0,20141126
231,PHI,8.0,20141126
232,WAS,6.5,20141126
233,CLE,-6.5,20141126
234,GSW,-8.5,20141126
235,ORL,8.5,20141126
236,POR,-6.0,20141126
237,CHO,6.0,20141126
238,LAC,-8.0,20141126
239,DET,8.0,20141126
240,TOR,-3.0,20141126
241,ATL,3.0,20141126
242,NYK,13.0,20141126
243,DAL,-13.0,20141126
244,MIL,-2.5,20141126
245,MIN,2.5,20141126
246,SAC,4.5,20141126
247,HOU,-4.5,20141126
248,UTA,4.5,20141126
249,OKC,-4.5,20141126
250,IND,12.5,20141126
251,SAS,-12.5,20141126
252,DEN,6.5,20141126
253,PHO,-6.5,20141126
254,MEM,-6.5,20141126
255,LAL,6.5,20141126
256,NOP,4.5,20141129
257,WAS,-4.5,20141129
258,DAL,-12.0,20141129
259,PHI,12.0,20141129
260,IND,9.5,20141129
261,CLE,-9.5,20141129
262,CHO,7.0,20141129
263,ATL,-7.0,20141129
264,HOU,0.0,20141129
265,MIL,0.0,20141129
266,LAC,-5.5,20141129
267,UTA,5.5,20141129
268,MIL,10.5,20141202
269,CLE,-10.5,20141202
270,BOS,6.5,20141202
271,ATL,-6.5,20141202
272,LAL,1.5,20141202
273,DET,-1.5,20141202
274,BRK,1.0,20141202
275,NYK,-1.0,20141202
276,OKC,-2.5,20141202
277,NOP,2.5,20141202
278,DAL,2.0,20141202
279,CHI,-2.0,20141202
280,POR,-3.5,20141202
281,DEN,3.5,20141202
282,IND,6.5,20141202
283,PHO,-6.5,20141202
284,TOR,1.0,20141202
285,SAC,-1.0,20141202
286,ORL,13.5,20141202
287,GSW,-13.5,20141202
288,CLE,-7.5,20141204
289,NYK,7.5,20141204
290,IND,8.5,20141204
291,POR,-8.5,20141204
292,NOP,8.0,20141204
293,GSW,-8.0,20141204
294,DEN,4.0,20141205
295,WAS,-4.0,20141205
296,OKC,-12.5,20141205
297,PHI,12.5,20141205
298,NYK,4.5,20141205
299,CHO,-4.5,20141205
300,ATL,-1.5,20141205
301,BRK,1.5,20141205
302,CLE,4.0,20141205
303,TOR,-4.0,20141205
304,LAL,3.5,20141205
305,BOS,-3.5,20141205
306,SAS,1.5,20141205
307,MEM,-1.5,20141205
308,HOU,-6.5,20141205
309,MIN,6.5,20141205
310,PHO,5.5,20141205
311,DAL,-5.5,20141205
312,MIA,1.5,20141205
313,MIL,-1.5,20141205
314,ORL,5.0,20141205
315,UTA,-5.0,20141205
316,IND,3.0,20141205
317,SAC,-3.0,20141205
318,BOS,8.5,20141208
319,WAS,-8.5,20141208
320,ATL,1.0,20141208
321,IND,-1.0,20141208
322,CLE,-7.5,20141208
323,BRK,7.5,20141208
324,DEN,9.0,20141208
325,TOR,-9.0,20141208
326,GSW,-12.5,20141208
327,MIN,12.5,20141208
328,UTA,5.0,20141208
329,SAC,-5.0,20141208
330,PHO,7.5,20141208
331,LAC,-7.5,20141208
332,TOR,5.5,20141209
333,CLE,-5.5,20141209
334,POR,-7.5,20141209
335,DET,7.5,20141209
336,DAL,3.5,20141209
337,MEM,-3.5,20141209
338,NYK,7.0,20141209
339,NOP,-7.0,20141209
340,MIL,10.0,20141209
341,OKC,-10.0,20141209
342,SAS,-9.0,20141209
343,UTA,9.0,20141209
344,MIA,5.0,20141209
345,PHO,-5.0,20141209
346,SAC,2.5,20141209
347,LAL,-2.5,20141209
348,CLE,2.5,20141211
349,OKC,-2.5,20141211
350,HOU,1.0,20141211
351,SAC,-1.0,20141211
352,POR,2.0,20141212
353,CHI,-2.0,20141212
354,LAC,-2.5,20141212
355,WAS,2.5,20141212
356,NYK,7.0,20141212
357,BOS,-7.0,20141212
358,ORL,8.0,20141212
359,ATL,-8.0,20141212
360,IND,9.0,20141212
361,TOR,-9.0,20141212
362,PHI,7.5,20141212
363,BRK,-7.5,20141212
364,CHO,10.0,20141212
365,MEM,-10.0,20141212
366,OKC,-9.0,20141212
367,MIN,9.0,20141212
368,CLE,2.0,20141212
369,NOP,-2.0,20141212
370,MIA,1.5,20141212
371,UTA,-1.5,20141212
372,DET,9.5,20141212
373,PHO,-9.5,20141212
374,LAL,12.5,20141212
375,SAS,-12.5,20141212
376,CHO,10.0,20141215
377,CLE,-10.0,20141215
378,BOS,-4.5,20141215
379,PHI,4.5,20141215
380,LAL,5.0,20141215
381,IND,-5.0,20141215
382,ORL,7.5,20141215
383,TOR,-7.5,20141215
384,CHI,1.0,20141215
385,ATL,-1.0,20141215
386,MIL,4.5,20141215
387,PHO,-4.5,20141215
388,SAS,5.0,20141215
389,POR,-5.0,20141215
390,DET,12.5,20141215
391,LAC,-12.5,20141215
392,ATL,5.5,20141217
393,CLE,-5.5,20141217
394,PHO,-1.5,20141217
395,CHO,1.5,20141217
396,UTA,4.5,20141217
397,MIA,-4.5,20141217
398,DAL,-6.5,20141217
399,DET,6.5,20141217
400,ORL,3.5,20141217
401,BOS,-3.5,20141217
402,BRK,10.5,20141217
403,TOR,-10.5,20141217
404,MEM,3.0,20141217
405,SAS,-3.0,20141217
406,MIL,9.0,20141217
407,POR,-9.0,20141217
408,HOU,0.0,20141217
409,DEN,0.0,20141217
410,IND,11.5,20141217
411,LAC,-11.5,20141217
412,UTA,4.0,20141219
413,ORL,-4.0,20141219
414,CHO,-4.5,20141219
415,PHI,4.5,20141219
416,MIN,6.0,20141219
417,BOS,-6.0,20141219
418,TOR,-7.5,20141219
419,DET,7.5,20141219
420,BRK,12.0,20141219
421,CLE,-12.0,20141219
422,WAS,-5.0,20141219
423,MIA,5.0,20141219
424,CHI,6.5,20141219
425,MEM,-6.5,20141219
426,POR,4.0,20141219
427,SAS,-4.0,20141219
428,LAC,-4.0,20141219
429,DEN,4.0,20141219
430,OKC,-5.5,20141219
431,LAL,5.5,20141219
432,NYK,12.5,20141221
433,TOR,-12.5,20141221
434,MEM,4.0,20141221
435,CLE,-4.0,20141221
436,DET,2.0,20141221
437,BRK,-2.0,20141221
438,BOS,1.5,20141221
439,MIA,-1.5,20141221
440,PHI,8.5,20141221
441,ORL,-8.5,20141221
442,PHO,6.5,20141221
443,WAS,-6.5,20141221
444,LAL,7.0,20141221
445,SAC,-7.0,20141221
446,IND,-2.5,20141221
447,MIN,2.5,20141221
448,NOP,7.0,20141221
449,OKC,-7.0,20141221
450,BOS,3.0,20141223
451,ORL,-3.0,20141223
452,CHI,3.5,20141223
453,WAS,-3.5,20141223
454,NOP,-1.0,20141223
455,IND,1.0,20141223
456,MIN,14.0,20141223
457,CLE,-14.0,20141223
458,DEN,2.0,20141223
459,BRK,-2.0,20141223
460,PHI,7.5,20141223
461,MIA,-7.5,20141223
462,LAC,2.0,20141223
463,ATL,-2.0,20141223
464,POR,7.0,20141223
465,OKC,-7.0,20141223
466,CHO,6.0,20141223
467,MIL,-6.0,20141223
468,DAL,2.0,20141223
469,PHO,-2.0,20141223
470,GSW,-10.0,20141223
471,LAL,10.0,20141223
472,WAS,-5.0,20141225
473,NYK,5.0,20141225
474,OKC,5.0,20141225
475,SAS,-5.0,20141225
476,CLE,-5.5,20141225
477,MIA,5.5,20141225
478,LAL,10.5,20141225
479,CHI,-10.5,20141225
480,GSW,2.5,20141225
481,LAC,-2.5,20141225
482,BRK,2.0,20141226
483,BOS,-2.0,20141226
484,CLE,-5.0,20141226
485,ORL,5.0,20141226
486,IND,-2.5,20141226
487,DET,2.5,20141226
488,MIL,8.5,20141226
489,ATL,-8.5,20141226
490,HOU,2.5,20141226
491,MEM,-2.5,20141226
492,SAS,3.5,20141226
493,NOP,-3.5,20141226
494,CHO,6.0,20141226
495,OKC,-6.0,20141226
496,LAL,12.5,20141226
497,DAL,-12.5,20141226
498,MIN,10.5,20141226
499,DEN,-10.5,20141226
500,PHI,14.5,20141226
501,POR,-14.5,20141226
502,PHO,1.5,20141226
503,SAC,-1.5,20141226
504,DET,9.0,20141228
505,CLE,-9.0,20141228
506,HOU,1.0,20141228
507,SAS,-1.0,20141228
508,OKC,4.0,20141228
509,DAL,-4.0,20141228
510,TOR,-2.0,20141228
511,DEN,2.0,20141228
512,NYK,11.0,20141228
513,POR,-11.0,20141228
514,PHO,-5.0,20141228
515,LAL,5.0,20141228
516,DET,1.5,20141230
517,ORL,-1.5,20141230
518,CLE,3.5,20141230
519,ATL,-3.5,20141230
520,SAS,2.0,20141230
521,MEM,-2.0,20141230
522,BRK,11.5,20141230
523,CHI,-11.5,20141230
524,PHO,2.0,20141230
525,NOP,-2.0,20141230
526,WAS,4.5,20141230
527,DAL,-4.5,20141230
528,MIN,7.5,20141230
529,UTA,-7.5,20141230
530,LAL,7.5,20141230
531,DEN,-7.5,20141230
532,TOR,2.5,20141230
533,POR,-2.5,20141230
534,PHI,18.0,20141230
535,GSW,-18.0,20141230
536,SAC,-1.5,20141231
537,BOS,1.5,20141231
538,MIA,4.0,20141231
539,IND,-4.0,20141231
540,NYK,13.0,20141231
541,LAC,-13.0,20141231
542,MIL,6.5,20141231
543,CLE,-6.5,20141231
544,NOP,3.5,20141231
545,SAS,-3.5,20141231
546,CHO,12.0,20141231
547,HOU,-12.0,20141231
548,PHO,7.5,20141231
549,OKC,-7.5,20141231
550,CLE,-2.0,20150102
551,CHO,2.0,20150102
552,BRK,-1.5,20150102
553,ORL,1.5,20150102
554,DET,-2.0,20150102
555,NYK,2.0,20150102
556,DAL,-5.5,20150102
557,BOS,5.5,20150102
558,HOU,-1.5,20150102
559,NOP,1.5,20150102
560,WAS,7.5,20150102
561,OKC,-7.5,20150102
562,IND,1.5,20150102
563,MIL,-1.5,20150102
564,PHI,14.0,20150102
565,PHO,-14.0,20150102
566,ATL,-4.0,20150102
567,UTA,4.0,20150102
568,TOR,5.0,20150102
569,GSW,-5.0,20150102
570,MEM,-4.5,20150102
571,LAL,4.5,20150102
572,DAL,-7.0,20150104
573,CLE,7.0,20150104
574,BRK,-2.5,20150104
575,MIA,2.5,20150104
576,SAC,2.5,20150104
577,DET,-2.5,20150104
578,MIL,-5.5,20150104
579,NYK,5.5,20150104
580,TOR,1.0,20150104
581,PHO,-1.0,20150104
582,IND,-1.5,20150104
583,LAL,1.5,20150104
584,CLE,4.0,20150105
585,PHI,-4.0,20150105
586,DAL,-6.5,20150105
587,BRK,6.5,20150105
588,CHO,5.0,20150105
589,BOS,-5.0,20150105
590,DEN,-3.5,20150105
591,MIN,3.5,20150105
592,HOU,3.0,20150105
593,CHI,-3.0,20150105
594,WAS,3.0,20150105
595,NOP,-3.0,20150105
596,NYK,13.5,20150105
597,MEM,-13.5,20150105
598,IND,2.0,20150105
599,UTA,-2.0,20150105
600,LAL,12.5,20150105
601,POR,-12.5,20150105
602,ATL,5.5,20150105
603,LAC,-5.5,20150105
604,OKC,3.5,20150105
605,GSW,-3.5,20150105
606,HOU,-7.0,20150107
607,CLE,7.0,20150107
608,NOP,-4.0,20150107
609,CHO,4.0,20150107
610,MIL,-6.0,20150107
611,PHI,6.0,20150107
612,NYK,14.5,20150107
613,WAS,-14.5,20150107
614,BOS,4.5,20150107
615,BRK,-4.5,20150107
616,MEM,3.5,20150107
617,ATL,-3.5,20150107
618,UTA,10.5,20150107
619,CHI,-10.5,20150107
620,DET,9.0,20150107
621,DAL,-9.0,20150107
622,ORL,7.5,20150107
623,DEN,-7.5,20150107
624,PHO,-8.5,20150107
625,MIN,8.5,20150107
626,OKC,-7.0,20150107
627,SAC,7.0,20150107
628,IND,11.0,20150107
629,GSW,-11.0,20150107
630,LAL,10.5,20150107
631,LAC,-10.5,20150107
632,BOS,4.0,20150109
633,IND,-4.0,20150109
634,PHI,11.0,20150109
635,BRK,-11.0,20150109
636,ATL,-3.0,20150109
637,DET,3.0,20150109
638,CHI,1.5,20150109
639,WAS,-1.5,20150109
640,UTA,110.5,20150109
641,OKC,-110.5,20150109
642,MEM,2.0,20150109
643,NOP,-2.0,20150109
644,MIN,9.0,20150109
645,MIL,-9.0,20150109
646,PHO,5.0,20150109
647,SAS,-5.0,20150109
648,DEN,3.5,20150109
649,SAC,-3.5,20150109
650,CLE,12.0,20150109
651,GSW,-12.0,20150109
652,ORL,3.5,20150109
653,LAL,-3.5,20150109
654,WAS,4.0,20150111
655,ATL,-4.0,20150111
656,MIA,9.5,20150111
657,LAC,-9.5,20150111
658,PHO,5.0,20150111
659,MEM,-5.0,20150111
660,CLE,3.0,20150111
661,SAC,-3.0,20150111
662,POR,-6.5,20150111
663,LAL,6.5,20150111
664,MIN,10.5,20150113
665,IND,-10.5,20150113
666,ATL,-11.0,20150113
667,PHI,11.0,20150113
668,SAS,1.5,20150113
669,WAS,-1.5,20150113
670,CLE,4.5,20150113
671,PHO,-4.5,20150113
672,GSW,-7.0,20150113
673,UTA,7.0,20150113
674,DAL,-4.5,20150113
675,SAC,4.5,20150113
676,MIA,2.0,20150113
677,LAL,-2.0,20150113
678,NYK,6.0,20150115
679,MIL,-6.0,20150115
680,OKC,1.5,20150115
681,HOU,-1.5,20150115
682,CLE,-6.0,20150115
683,LAL,6.0,20150115
684,NOP,-8.5,20150116
685,PHI,8.5,20150116
686,BRK,9.5,20150116
687,WAS,-9.5,20150116
688,DET,-1.0,20150116
689,IND,1.0,20150116
690,MEM,-6.0,20150116
691,ORL,6.0,20150116
692,ATL,1.0,20150116
693,TOR,-1.0,20150116
694,CHI,-4.5,20150116
695,BOS,4.5,20150116
696,GSW,-2.5,20150116
697,OKC,2.5,20150116
698,DEN,8.0,20150116
699,DAL,-8.0,20150116
700,POR,4.5,20150116
701,SAS,-4.5,20150116
702,MIN,14.0,20150116
703,PHO,-14.0,20150116
704,LAL,7.5,20150116
705,UTA,-7.5,20150116
706,MIA,3.5,20150116
707,SAC,-3.5,20150116
708,CLE,8.5,20150116
709,LAC,-8.5,20150116
710,MIN,6.0,20150119
711,CHO,-6.0,20150119
712,PHI,14.0,20150119
713,WAS,-14.0,20150119
714,DET,8.0,20150119
715,ATL,-8.0,20150119
716,BOS,12.0,20150119
717,LAC,-12.0,20150119
718,DEN,14.0,20150119
719,GSW,-14.0,20150119
720,DAL,2.5,20150119
721,MEM,-2.5,20150119
722,NOP,-7.0,20150119
723,NYK,7.0,20150119
724,IND,9.5,20150119
725,HOU,-9.5,20150119
726,CHI,3.0,20150119
727,CLE,-3.0,20150119
728,TOR,-1.0,20150119
729,MIL,1.0,20150119
730,LAL,10.5,20150119
731,PHO,-10.5,20150119
732,SAC,11.0,20150119
733,POR,-11.0,20150119
734,UTA,10.0,20150121
735,CLE,-10.0,20150121
736,MIA,6.0,20150121
737,CHO,-6.0,20150121
738,NYK,1.5,20150121
739,PHI,-1.5,20150121
740,ORL,9.0,20150121
741,DET,-9.0,20150121
742,IND,11.0,20150121
743,ATL,-11.0,20150121
744,TOR,5.0,20150121
745,MEM,-5.0,20150121
746,DAL,-8.0,20150121
747,MIN,8.0,20150121
748,LAL,8.0,20150121
749,NOP,-8.0,20150121
750,OKC,2.0,20150121
751,WAS,-2.0,20150121
752,POR,6.5,20150121
753,PHO,-6.5,20150121
754,BRK,5.5,20150121
755,SAC,-5.5,20150121
756,HOU,8.0,20150121
757,GSW,-8.0,20150121
758,TOR,-11.0,20150123
759,PHI,11.0,20150123
760,ORL,-2.5,20150123
761,NYK,2.5,20150123
762,IND,4.0,20150123
763,MIA,-4.0,20150123
764,OKC,4.0,20150123
765,ATL,-4.0,20150123
766,CHO,9.5,20150123
767,CLE,-9.5,20150123
768,CHI,7.0,20150123
769,DAL,-7.0,20150123
770,NOP,-7.0,20150123
771,MIN,7.0,20150123
772,LAL,14.0,20150123
773,SAS,-14.0,20150123
774,HOU,2.5,20150123
775,PHO,-2.5,20150123
776,BOS,9.0,20150123
777,DEN,-9.0,20150123
778,SAC,14.5,20150123
779,GSW,-14.5,20150123
780,MIA,8.5,20150125
781,CHI,-8.5,20150125
782,OKC,3.5,20150125
783,CLE,-3.5,20150125
784,IND,-2.0,20150125
785,ORL,2.0,20150125
786,DAL,-2.5,20150125
787,NOP,2.5,20150125
788,MIN,17.5,20150125
789,ATL,-17.5,20150125
790,LAC,-2.5,20150125
791,PHO,2.5,20150125
792,DET,6.5,20150125
793,TOR,-6.5,20150125
794,MIL,11.5,20150125
795,SAS,-11.5,20150125
796,WAS,-1.0,20150125
797,DEN,1.0,20150125
798,BOS,17.0,20150125
799,GSW,-17.0,20150125
800,HOU,-6.5,20150125
801,LAL,6.5,20150125
802,TOR,-3.5,20150127
803,IND,3.5,20150127
804,CLE,-7.5,20150127
805,DET,7.5,20150127
806,MIL,4.0,20150127
807,MIA,-4.0,20150127
808,MEM,5.5,20150127
809,DAL,-5.5,20150127
810,WAS,-8.0,20150127
811,LAL,8.0,20150127
812,CHI,9.5,20150127
813,GSW,-9.5,20150127
814,DET,-7.0,20150128
815,PHI,7.0,20150128
816,POR,5.5,20150128
817,CLE,-5.5,20150128
818,SAC,7.0,20150128
819,TOR,-7.0,20150128
820,BRK,13.5,20150128
821,ATL,-13.5,20150128
822,BOS,-4.0,20150128
823,MIN,4.0,20150128
824,DEN,6.5,20150128
825,NOP,-6.5,20150128
826,DAL,4.0,20150128
827,HOU,-4.0,20150128
828,OKC,-8.5,20150128
829,NYK,8.5,20150128
830,CHO,12.5,20150128
831,SAS,-12.5,20150128
832,LAC,-7.0,20150128
833,UTA,7.0,20150128
834,WAS,5.5,20150128
835,PHO,-5.5,20150128
836,MIN,-2.5,20150130
